id,response,response_nofill,response_processed,response_processed_phrase,item,item_nofill,SemDis_factor,SemDis_cbowukwacsubtitle_nf_m,SemDis_cbowsubtitle_nf_m,SemDis_cbowBNCwikiukwac_nf_m,SemDis_TASA_nf_m,SemDis_glove_nf_m,SemDis_MEAN,ewm_vector_cosine_dis,ewm_vector_cosine_dis_clus_avg,minima_vector_cosine_dis,minima_vector_cosine_dis_clus_avg,novelty_1,novelty_2,novelty_m
1159,drink things out of,drink things,['drink'],drink,Cup,cup,0.07605,1.00898,0.99312,0.92786,0.85844,1.22987,1.00365,0.6873177271530835,0.6986953039605902,0.6873177271530835,0.7405854048695588,1,1,1.0
1159,to trap bugs in,trap bugs,"['trap', 'bug']",trap bug,Cup,cup,0.08788,1.04465,0.92238,0.95697,0.95587,1.09579,0.99513,0.9922574458072287,0.9904269718261044,1.1300274494298195,0.9880796417209846,2,3,2.5
1159,to stack with,stack,['stack'],stack,Cup,cup,-0.00602,0.93031,0.86421,0.96848,0.86841,0.99368,0.92502,0.8684097884135616,0.9486533744732804,0.8684097884135616,0.9880796417209846,2,3,2.5
1159,to put food in,put food,['food'],food,Cup,cup,0.10366,1.00391,1.01563,0.94188,0.99839,1.23168,1.0383,1.027583188763456,0.9901347286703638,1.027583188763456,0.9880796417209846,2,2,2.0
1159,to play games with,play games,"['play', 'game']",play game,Cup,cup,0.08786,0.98729,1.03893,0.95548,0.97349,1.05904,1.00285,0.9702346031335488,0.9486533744732804,1.079271334418431,1.0146268782262942,3,3,3.0
1159,to transport things in,transport things,['transport'],transport,Cup,cup,0.11118,1.00065,1.04934,0.96476,1.0187,1.1277,1.03223,0.9357776209675948,0.9486533744732804,0.9357776209675948,0.9880796417209846,3,3,3.0
1159,to roll around,roll around,['roll'],roll,Cup,cup,0.13282,1.02718,1.03193,1.02744,1.00841,1.14709,1.04841,0.7870201394910801,0.9486533744732804,0.7870201394910801,0.9880796417209846,3,3,3.0
1159,to use as a decoration,use decoration,['decoration'],decoration,Cup,cup,0.06388,0.97108,0.9131,1.07466,0.89458,1.14611,0.99991,1.0334659020640857,0.9486533744732804,1.0334659020640857,0.9880796417209846,3,3,3.0
1104,measuring liquids,measuring liquids,"['measuring', 'liquid']",measuring liquid,Cup,cup,0.13808,0.9985,1.09618,1.08006,1.00322,1.06103,1.0478,0.9613960411224062,0.9638163695811361,0.9542007469413968,0.9251271214655962,2,2,2.0
1104,drinking from,drinking,['drinking'],drinking,Cup,cup,-0.24249,0.63779,0.75091,0.83641,0.77143,0.83234,0.76578,0.7714285643760478,0.9486533744732804,0.7714285643760478,0.7971296701462836,1,1,1.0
1104,creating a rhythm,creating rhythm,"['creating', 'rhythm']",creating rhythm,Cup,cup,0.10133,1.00714,1.05018,0.99843,0.88567,1.13176,1.01464,0.8856748340191634,0.9486533744732804,1.0353748168664274,0.9880796417209846,4,3,3.5
1104,drawing a circle,drawing circle,"['drawing', 'circle']",drawing circle,Cup,cup,0.10684,0.99324,1.0549,0.98188,0.99182,1.11144,1.02666,0.9918183572372045,0.9486533744732804,1.0159611906743033,1.0133256006140245,4,3,3.5
1104,holding pencils,holding pencils,"['holding', 'pencil']",holding pencil,Cup,cup,0.08997,0.97107,1.00488,1.03839,1.01286,1.01773,1.00899,0.9786224954078995,0.9915484506514576,0.9876601003543054,0.967676808071808,2,3,2.5
1093,drinking,drinking,['drinking'],drinking,Cup,cup,-0.24249,0.63779,0.75091,0.83641,0.77143,0.83234,0.76578,0.7714285643760478,0.9486533744732804,0.7714285643760478,0.7971296701462836,1,1,1.0
1093,spilling,spilling,['spilling'],spilling,Cup,cup,-0.18377,0.71986,0.78312,0.82158,0.78678,0.94043,0.81035,0.7867807446942822,0.9486533744732804,0.7867807446942822,0.9880796417209846,3,2,2.5
1093,placing pens,placing pens,"['placing', 'pen']",placing pen,Cup,cup,0.09911,0.98032,1.07036,0.9772,0.97174,1.09795,1.01951,0.8328928162556127,0.9364001358330744,1.057718722586591,1.0482149775015999,2,3,2.5
1093,breaking,breaking,['breaking'],breaking,Cup,cup,-0.02164,0.85278,1.0213,0.9001,0.93697,0.81056,0.90434,0.9369725012430096,0.9486533744732804,0.9369725012430096,0.9880796417209846,3,2,2.5
1093,measuring,measuring,['measuring'],measuring,Cup,cup,-0.02354,0.90758,0.85541,0.96927,0.89373,0.88898,0.90299,0.8937253415846769,0.9486533744732804,0.8937253415846769,0.9880796417209846,2,3,2.5
1141,to store a liquid,store liquid,"['store', 'liquid']",store liquid,Cup,cup,0.06247,0.99878,0.94818,0.89086,0.99175,1.09096,0.98411,0.9917484680448405,0.9638163695811361,1.0155303111564762,0.9251271214655962,1,1,1.0
1141,to drink from,drink,['drink'],drink,Cup,cup,-0.35451,0.51746,0.64113,0.83099,0.68732,0.74989,0.68536,0.6873177271530835,0.6986953039605902,0.6873177271530835,0.7405854048695588,1,1,1.0
